doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,total_time_s,kw_top1,kw_top1_score,critic_decision,critic_confidence,critic_reasoning,critic_target_pb,critic_candidates,critic_time_s,final_primary_pb
d002a922aec5,llm_judged,qwen2.5:3b,,urban and agricultural land cover; wetland; hardened shoreline; submerged aquatic vegetation; total nitrogen,estuarine fauna; species abundances; bottom-oriented species; prey and refuge habitat,measured,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""urban and agricultural land cover"", ""wetland"", ""hardened shoreline"", ""submerged aquatic vegetation"", ""total nitrogen""],
  ""biological_observations"": [""estuarine fauna"", ""species abundances"", ""bottom-oriented species"", ""prey and refuge habitat""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.815,,,,0,qwen2.5:14b,PB6,High,PB4,"PB1, PB5, PB7, PB8, PB9","The research measures the effects of urban and agricultural land cover, wetland presence, and shoreline hardening on estuarine fauna abundance patterns. The primary variable being quantified is the impact of these land-use changes on faunal populations, which aligns with PB6 (Land-System Change). Although nutrient levels are mentioned as a secondary factor influencing habitat quality, they do not constitute the main focus of the study.",6.52,,8.339,None,0,,,,,,,PB6
fd5e38820a05,llm_judged,qwen2.5:3b,,forest-dwelling species; agricultural expansion; commodity-driven deforestation; forest patches,"species traits; forest-dwelling species; forest patches; smaller, sedentary animals",measured,earth_sciences,8,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""forest-dwelling species"", ""agricultural expansion"", ""commodity-driven deforestation"", ""forest patches""],
  ""biological_observations"": [""species traits"", ""forest-dwelling species"", ""forest patches"", ""smaller, sedentary animals""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",4.63,,,PB6(5),5,qwen2.5:14b,PB6,High,None,"PB1, PB7","The study measures the effects of agricultural expansion and commodity-driven deforestation on forest fragmentation characteristics, using Landsat remote imaging and GIS software to quantify these changes. The primary focus is on how these landscape alterations impact specific traits of forest-dwelling species, aligning with PB6 due to explicit land-cover conversion and habitat disruption. Weak signals correctly highlighted PB6 as the top candidate.",24.246,,28.88,PB6,5,,,,,,,PB6
3bbd6f08b6ac,llm_judged,qwen2.5:3b,,climate,,mentioned,engineering,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate"", ""energy"", ""flow"", ""mass"", ""radiation""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",2.187,,,PB1(3),3,qwen2.5:14b,PB5,High,None,PB1,"The abstract discusses the complexity and uncertainty in water resources management due to global change, focusing on systems approaches for sustainable water resource management under changing conditions. The primary variable being analyzed is freshwater use and its management, with climate destabilization mentioned as a motivational context but not quantified or modeled directly. Therefore, PB5 (Freshwater Use) is the primary Planetary Boundary because it aligns with the focus on water resources planning and infrastructure performance. Weak signals suggested 'climate' as a physical metric but did not provide specific evidence of its direct measurement or modeling.",6.267,,8.457,PB1,3,,,,,,,PB5
697b132b1c14,llm_judged,qwen2.5:3b,,immersion; drip; Dynamic Vapour Sorption (DVS); compressive strength,,measured,engineering,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""immersion"", ""drip"", ""Dynamic Vapour Sorption (DVS)"", ""compressive strength""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",1.229,,,,0,qwen2.5:14b,PB5,High,None,"PB1, PB4, PB6, PB7, PB8, PB9","The paper measures the recyclability, durability against water exposure, and water vapour adsorption of compressed earth bricks with different stabilizers. The focus is on material properties and their environmental performance, which aligns with PB5 (Freshwater Use) due to the emphasis on liquid water durability and vapor sorption. Weak signals did not provide relevant keywords but correctly indicated that no specific planetary boundary terms were mentioned.",5.863,,7.094,None,0,,,,,,,PB5
bbf5ed8cca66,llm_judged,qwen2.5:3b,,,,mentioned,biology,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",0.902,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the evolutionary history and classification of lycophytes, a group of vascular land plants. It does not measure or model any biophysical variable related to Planetary Boundaries but rather provides historical and taxonomic context for these plants. The weak signals did not identify any relevant keywords or metrics that would suggest otherwise.",5.479,,6.385,None,0,,,,,,,None
8e0c39744cf1,llm_judged,qwen2.5:3b,,,,mentioned,other,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""literature""
}",0.82,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the narrative and literary aspects of Cixin Liu’s The Three-Body Problem, focusing on how virtual reality is used as a storytelling device. There are no biophysical measurements or models presented; the content is purely theoretical and contextual without any direct analysis of planetary boundaries. Weak signals correctly indicated that there were no relevant PB terms.",5.301,,6.123,None,0,,,,,,,None
362e76793312,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.885,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the interplay between global environmental change (GEC) and emerging infectious diseases (EIDs), emphasizing factors such as under-nutrition and impaired governance. However, these are discussed in a broader context without specific biophysical measurements or models related to any Planetary Boundaries framework variables. The weak signals did not identify any relevant terms from the PB vocabulary list, aligning with my assessment that this is purely social-science background.",6.107,,6.995,None,0,,,,,,,None
888d4516378f,llm_judged,qwen2.5:3b,,layer; boundary; meteorol,,mentioned,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""layer"", ""boundary"", ""model"", ""urban"", ""meteorol"", ""scheme"", ""models"", ""eddy"", ""surface"", ""vertical"", ""turbulence""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.483,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract is a commentary on top-cited Boundary-Layer Meteorology articles and does not present any specific measurements or models of biophysical variables. The terms 'boundary-layer meteorology' are mentioned but do not indicate an active analysis of climate, aerosols, water use, land systems, biodiversity, novel entities, ozone depletion, or nutrient flows. Weak signals did not identify any relevant keywords for Planetary Boundaries.",5.954,,7.438,None,0,,,,,,,None
f21bc832abc6,llm_judged,qwen2.5:3b,,human; footprint,mammal; species; footprint; presence; activity levels; occurrence,measured,biology,8,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""human"", ""footprint""],
  ""biological_observations"": [
    ""mammal"",
    ""species"",
    ""camera"",
    ""footprint"",
    ""presence"",
    ""activity levels"",
    ""occurrence""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.572,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB6","The research measures the effects of human presence and footprint on mammal occurrence and activity levels across North America. The study quantifies how different ecological traits predict species success in disturbed environments, focusing explicitly on biodiversity responses to anthropogenic disturbances. This aligns with PB7 as it directly assesses ecosystem integrity and biodiversity loss due to human activities. Weak signals agreed that biological observations were central but did not identify any specific planetary boundary terms.",5.444,,7.02,None,0,,,,,,,PB7
bc0e0fcc32f5,llm_judged,qwen2.5:3b,,energy; heat; surface; measurements; source; uxes; earth; area; hydrol,,measured,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""energy"",
    ""heat"",
    ""surface"",
    ""measurements"",
    ""source"",
    ""data"",
    ""uxes"",
    ""hlas"",
    ""earth"",
    ""area"",
    ""soil"",
    ""hydrol""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.961,,,,0,qwen2.5:14b,PB5,High,PB1,"PB2, PB3, PB4, PB6, PB7, PB8, PB9","The study measures the seasonal variations of energy balance components over different surfaces using eddy covariance and large aperture scintillometer systems. The primary focus is on quantifying sensible and latent heat fluxes, which are key aspects of surface energy budgets. This analysis falls under PB5 (Freshwater Use) as it involves detailed measurements related to land-surface energy dynamics that influence water availability and use through evapotranspiration processes.",6.758,,8.721,None,0,,,,,,,PB5
9e1320ce502d,llm_judged,qwen2.5:3b,,track; intensity,,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""track"", ""intensity""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.028,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the performance evaluation of mesoscale models for hurricane track and intensity forecasts. The study does not measure or model any climate variables directly, nor does it quantify aerosols or other biophysical parameters related to Planetary Boundaries. The weak signals did not provide relevant keywords that would suggest otherwise.",5.131,,6.161,None,0,,,,,,,None
9c540c6b7af5,llm_judged,qwen2.5:3b,sand; limestone powder,temperature; thermal diffusivity; heat transfer; convection; diffusion-convection model; diffusivity-only model,,none,earth_sciences,8,"{
  ""chemical_species"": [""sand"", ""limestone powder""],
  ""physical_metrics"": [
    ""temperature"",
    ""thermal diffusivity"",
    ""heat transfer"",
    ""convection"",
    ""diffusion-convection model"",
    ""diffusivity-only model""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured,modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.729,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on measuring temperature and thermal diffusivity in planetary regolith analogues using a penetrator equipped with sensors. The study models the role of convection in heat transfer, which is central to understanding surface energy balance and atmospheric interactions. This analysis does not align directly with any Planetary Boundaries framework as it pertains more to planetary science than Earth's biophysical systems.",5.455,,7.187,None,0,,,,,,,None
3e5fff353a4c,llm_judged,qwen2.5:3b,,climate conditions,emergence; long-distance dispersal; mountain pine beetle,measured,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate conditions""],
  ""biological_observations"": [""emergence"", ""long-distance dispersal"", ""mountain pine beetle""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.265,,,,0,qwen2.5:14b,PB1,High,PB7,"PB2, PB3, PB4, PB5, PB6, PB8, PB9","The abstract measures the climatic conditions influencing the emergence and flight of mountain pine beetle, focusing on how these factors affect long-distance dispersal. The primary variable being quantified is climate conditions, which directly relates to PB1 (Climate Change) as it involves active measurement of a climate variable impacting ecological processes. Weak signals agreed with this focus.",6.134,,7.401,None,0,,,,,,,PB1
0f84341d7e44,llm_judged,qwen2.5:3b,,,Nature's Strongholds; ecological,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""Nature's Strongholds"", ""ecological""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",6.884,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the characteristics and scaling up of protected and conserved areas (PCAs) to achieve biodiversity conservation goals, specifically highlighting 'Nature's Strongholds' as extensive, interconnected, ecologically intact, effectively managed, and equitably governed areas. The primary variable being analyzed is ecological integrity and biodiversity conservation, which aligns with PB7 due to the explicit focus on habitat restoration and species protection. Weak signals did not provide relevant keywords but aligned with the abstract’s emphasis on biodiversity.",12.593,,19.479,None,0,,,,,,,PB7
8a3d4a75e493,llm_judged,qwen2.5:3b,,space mining; Earth's location in space,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""space mining"", ""Earth's location in space""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",12.879,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the concept of planetary sustainability in the context of space mining and Earth's location in space, focusing on economic, political, ecological, social, and cultural dimensions. The primary focus is philosophical and theoretical, with no quantification or modeling of any biophysical variables. Weak signals did not identify any relevant terms for Planetary Boundaries.",14.913,,27.796,None,0,,,,,,,None
691e52606885,llm_judged,qwen2.5:3b,,dispersal; infection mechanism,bacteria; bacteriophage; coevolutionary dynamics; diversity,measured,biology,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""dispersal"", ""infection mechanism""],
  ""biological_observations"": [""bacteria"", ""bacteriophage"", ""coevolutionary dynamics"", ""diversity""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",10.279,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB4","The abstract focuses on the dispersal network structure and infection mechanism of a coevolutionary bacteria-phage system, measuring how these factors shape diversity. The primary variable being analyzed is biodiversity in response to ecological interactions (measured with biological observations). This aligns closely with PB7's core definition of human pressure on genetic, species, and ecosystem diversity. Weak signals from the pre-processing hinted at biological observations relevant to biodiversity, supporting this judgment.",14.524,,24.805,None,0,,,,,,,PB7
915bef103e53,llm_judged,qwen2.5:3b,,,ecosystems; landscape-zonal systems; ecological responses,modelled,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate"", ""energy"", ""flow"", ""mass"", ""radiation""],
  ""biological_observations"": [""ecosystems"", ""landscape-zonal systems"", ""population"", ""ecological responses""],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.712,,,PB1(3),3,qwen2.5:14b,PB1,High,PB7,"PB5, PB6","The abstract models the transformation of regional ecosystems under expected climatic changes using empirical-statistical models based on global climate models. The primary variable being analyzed is the impact of warming on ecosystem functional states, which aligns with PB1's core definition of human-driven alteration through greenhouse gas emissions and associated warming. Although 'global warming' was mentioned in weak signals, it is not merely background context but an active component driving the analysis.",15.747,,25.462,PB1,3,,,,,,,PB1
b04f1061de65,fast_skip_consensus,qwen2.5:3b,,,,mentioned,social_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""social_sciences""
}",3.764,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,3.765,None,0,,,,,,,None
1abd6b3d8d8b,llm_judged,qwen2.5:3b,,,,mentioned,other,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""other""
}",1.078,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The paper focuses on a transdisciplinary scenario planning workshop aimed at improving stakeholder integration and exploring regional planning scenarios. The primary variable being analyzed is the effectiveness of this rapid scenario planning process, which does not involve any direct measurement or modeling of biophysical variables within the Planetary Boundaries framework. The weak signals correctly indicated no relevant PB vocabulary was present.",57.46,,58.541,None,0,,,,,,,None
763c5ac1d0cb,fast_skip_consensus,qwen2.5:3b,,,,mentioned,economics,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""economics""
}",10.107,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,10.109,None,0,,,,,,,None
42c958306230,llm_judged,qwen2.5:3b,,particle size; bulk density; organic carbon; slope of the relief,,mentioned,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""particle size"", ""bulk density"", ""organic carbon"", ""slope of the relief""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.225,,,,0,qwen2.5:14b,PB5,High,None,"PB1, PB4","The research focuses on developing a model to estimate the water retention capacity of soil using physical parameters such as particle size, bulk density, and organic carbon content. The primary variable being measured is the cumulative coefficient of water retention capacity (CWRC), which directly relates to freshwater use and management. This aligns with PB5's core definition concerning human withdrawal and consumption of freshwater for agriculture or industry. Weak signals did not provide relevant keywords but highlighted physical metrics that support this analysis.",8.555,,9.783,None,0,,,,,,,PB5
6adf36ff1a69,llm_judged,qwen2.5:3b,copper; lead; manganese,,tomato; kidney bean; plant height; chlorophyll a; chlorophyll b; fresh weight per plant; fruit number per plant; total fruit yield per feddan; weight loss; decay percent; acidity; lycopene content; firmness; vitamin C; T.S.S,measured,earth_sciences,18,"{
  ""chemical_species"": [""copper"", ""lead"", ""manganese""],
  ""physical_metrics"": [],
  ""biological_observations"": [
    ""tomato"",
    ""kidney bean"",
    ""plant height"",
    ""chlorophyll a"",
    ""chlorophyll b"",
    ""fresh weight per plant"",
    ""fruit number per plant"",
    ""total fruit yield per feddan"",
    ""weight loss"",
    ""decay percent"",
    ""acidity"",
    ""lycopene content"",
    ""firmness"",
    ""vitamin C"",
    ""T.S.S""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.983,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research measures the effects of heavy metals (copper, lead, manganese) on tomato and kidney bean plants using natural antioxidants. The primary focus is on plant growth parameters, fruit quality, and heavy metal content in different organs. This study does not quantify climate variables or directly address land-system changes, biodiversity loss, or novel entities. Weak signals did not provide relevant PB vocabulary matches.",5.911,,9.898,None,0,,,,,,,None
21ecc353ac74,llm_judged,qwen2.5:3b,,,biodiversity; rights,mentioned,law_policy,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""biodiversity"", ""rights""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""law_policy""
}",0.92,,,PB1(3); PB7(3),3,qwen2.5:14b,None,N/A,None,"PB1, PB7","The abstract focuses on the legal and institutional aspects of rights-based biodiversity (RBB) lawsuits, analyzing antecedents and future trends in RBB litigation. The operational object is the analysis of legal norms and institutions related to biodiversity protection through a database of 49 cases. This study does not measure or model any biophysical variables but rather discusses the role of human rights in addressing biodiversity loss. Weak signals suggested PB1 and PB7, but these are only motivational context, not the focus of measurement.",5.545,,6.467,PB1,3,PB7,High,"The abstract explicitly discusses biodiversity loss and rights-based biodiversity lawsuits, indicating an active study of the impact on ecosystem integrity and species diversity, which aligns with PB7's core definition.",PB7,"PB1,PB7",2.433,PB7
cb831c750a69,llm_judged,qwen2.5:3b,,,dodo; thylacine,mentioned,biology,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""dodo"", ""thylacine""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",1.042,,,,0,qwen2.5:14b,None,N/A,None,"PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of extinct species as conservation flagships to raise awareness and funding for threatened vertebrates. The focus is on communication, marketing, and public engagement rather than any direct biophysical measurement or modeling related to biodiversity loss or ecosystem integrity. The weak signals did not identify any relevant physical metrics or biological observations that would suggest a primary PB.",5.03,,6.075,None,0,,,,,,,None
78dc23f39924,llm_judged,qwen2.5:3b,,,CAS; ecosystem functioning,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""CAS"", ""ecosystem functioning""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.964,,,PB7(5),5,qwen2.5:14b,PB7,High,None,"PB1, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the relationship between biodiversity and ecosystem functioning across scales, emphasizing how species interactions modulate ecological processes. The primary variable being analyzed is the BEF (biodiversity-ecosystem functioning) relationship within complex adaptive systems (CAS). This analysis directly addresses PB7 as it involves explicit examination of biodiversity loss and its impact on ecosystem integrity and multifunctionality. Weak signals agreed with this interpretation, highlighting 'ecosystem functioning' and scoring high for PB7.",6.377,,7.343,PB7,5,,,,,,,PB7
5d9cbb3d18a7,llm_judged,qwen2.5:3b,,microplastics,ecosystems,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""microplastics"", ""climate"", ""energy"", ""flow"", ""mass"", ""radiation""],
  ""biological_observations"": [""organisms"", ""populations"", ""ecosystems"", ""physiology"", ""ecological responses""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.585,,,PB8(5),5,qwen2.5:14b,PB8,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB9","The abstract focuses on the measurement and analysis of microplastics across various environmental reservoirs, including aquatic, terrestrial, and human systems. The primary variable being studied is microplastics, which aligns with PB8 due to its core definition involving synthetic chemicals released into the environment. Weak signals from chemical species and physical metrics confirmed this focus.",5.625,,7.213,PB8,5,,,,,,,PB8
fd7c9736c65e,llm_judged,qwen2.5:3b,,,hepatitis C virus,mentioned,biology,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""hepatitis C virus"", ""RNA-RNA""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",1.026,,,PB7(2),2,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the structural analysis of RNA molecules and their functional diversity, particularly in relation to viral infections such as hepatitis C. The primary variable being analyzed is the folding and structure of RNA domains within the HCV genome, which falls under molecular virology rather than any biophysical planetary boundary. Weak signals did not provide relevant keywords or metrics that would suggest otherwise.",5.565,,6.593,PB7,2,KEEP_NONE,High,"The abstract discusses RNA functional diversity and its role in viral infections, specifically hepatitis C virus. However, it does not measure, model, or impose scenarios related to PB7 (Biosphere Integrity). The focus is on molecular biology and virology rather than biodiversity, species decline, or ecosystem integrity.",,PB7,3.343,None
bb758b998875,llm_judged,qwen2.5:3b,aerosol; cloud,ice water content (IWC); concentration of very small crystals; concentration of large ice crystals,,modelled,earth_sciences,5,"{
  ""chemical_species"": [""aerosol"", ""cloud""],
  ""physical_metrics"": [""ice water content (IWC)"", ""concentration of very small crystals"", ""concentration of large ice crystals""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.411,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7","The research focuses on the parameterization of ice crystal formation in meteorological models, specifically addressing heterogeneous nucleation and its interaction with aerosols. The study measures ice water content (IWC) and microphysical characteristics of ice clouds, which are directly related to atmospheric processes involving aerosol loading. While climate models and cloud-aerosol interactions are central, the primary focus is on improving model representation of ice clouds and their properties in polluted or unpolluted air masses. The weak signals correctly pointed towards PB9 due to the emphasis on aerosols and particulate mechanisms.",7.213,,8.627,PB9,3,,,,,,,PB9
12b645b93197,llm_judged,qwen2.5:3b,resveratrol; lipoic acid,,neuroprotection; ischemia; reperfusion; infarct volume; blood flow; transient ischemia; permanent ischemia,measured,biology,9,"{
  ""chemical_species"": [""resveratrol"", ""lipoic acid""],
  ""physical_metrics"": [],
  ""biological_observations"": [""neuroprotection"", ""ischemia"", ""reperfusion"", ""infarct volume"", ""blood flow"", ""transient ischemia"", ""permanent ischemia""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.781,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study measures the neuroprotective effects of resveratrol and lipoic acid in a rat model of ischemia/reperfusion, focusing on infarct volume and blood flow. The primary variable is biological (neuroprotection), not biophysical or environmental, thus none of the Planetary Boundaries are directly measured or modeled. Weak signals did not provide relevant PB vocabulary matches.",6.045,,7.831,None,0,,,,,,,None
eac718b2695f,llm_judged,qwen2.5:3b,,OLAP; data mining processing primitives; scanning and ﬁltering the data,,mentioned,engineering,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""OLAP"", ""data mining processing primitives"", ""scanning and ﬁltering the data""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.204,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the implementation and optimization of data mining processing techniques within a business intelligence system, specifically using graphic card processor technology to speed up scanning and filtering processes. The paper does not measure or model any biophysical variables related to Planetary Boundaries; it is purely about engineering and computational efficiency. Weak signals correctly indicated no relevant PB vocabulary.",5.384,,6.59,None,0,,,,,,,None
aa624c008b5e,llm_judged,qwen2.5:3b,aircraft; NOx; ozone; methane,climate; air quality; global model performance; aerosol emissions; troposphere; stratosphere; sulfate-nitrate-ammonium cycle,,modelled,engineering,11,"{
  ""chemical_species"": [""aircraft"", ""NOx"", ""ozone"", ""methane""],
  ""physical_metrics"": [""climate"", ""air quality"", ""global model performance"", ""aerosol emissions"", ""troposphere"", ""stratosphere"", ""sulfate-nitrate-ammonium cycle""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""engineering""
}",1.764,,,PB1(3),3,qwen2.5:14b,PB1,High,PB9,"PB2, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the impact of aviation NOx emissions on global climate and local air quality, specifically through changes in ozone and methane levels. The primary variable being modeled is the effect of aircraft NOx emissions on atmospheric chemistry, including aerosol loading and chemical cycles. This aligns with PB1 (Climate Change) due to the explicit modeling of greenhouse gas impacts and climate variables like ozone and methane. Weak signals suggested a focus on climate but did not capture aerosols or particulates explicitly.",6.94,,8.705,PB1,3,,,,,,,PB1
b98dbc59db77,fast_skip_consensus,qwen2.5:3b,,,,mentioned,social_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""social_sciences""
}",0.877,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,0.881,None,0,,,,,,,None
86f81d458b73,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.791,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on developing a framework for few-shot knowledge graph completion, specifically addressing the challenges of limited training data and inherent errors in KGs. The primary variable being addressed is the improvement of KG completion accuracy under these constraints through a novel method called REFORM. This work does not measure or model any biophysical variables related to Planetary Boundaries; it is purely theoretical and computational. Weak signals correctly indicated that there were no relevant physical metrics, biological observations, or chemical species mentioned.",6.38,,7.174,None,0,,,,,,,None
6f01ecadd134,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.766,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes a bioinformatic workflow discovery process leveraging social-aware knowledge graphs, focusing on the construction of novel workflows through fragment reuse. This work is purely methodological and does not measure or model any biophysical variables related to Planetary Boundaries. The weak signals correctly indicated no relevant PB vocabulary was present.",4.913,,5.68,None,0,,,,,,,None
